Name,Origin,Processing,Dry Fragrance,Wet Aroma,Brightness,Flavor,Body (Cupping),Finish,Sweetness,Clean Cup,Complexity,Uniformity,Floral,Honey,Sugars,Caramel,Fruits,Citrus,Berry,Cocoa,Nuts,Rustic,Spice,Body (Flavor),Total Score
Java Sunda Wet Hulled Mitra,Southeast Asia,Giling Basah,0.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,0.0,4.0,1.0,5.0,8.5,8.6,7.6,8.6,9.2,8.2,8.4,7.2,9.5,8.0,83.8
Bali Wet Hulled Bangli Kintamani,Southeast Asia,Wet Hulled,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,4.0,7.8,8.2,7.5,8.3,9.0,7.7,8.5,7.0,8.8,8.2,81.0
Flores Ata Gae,Southeast Asia,Wet Process,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,8.3,8.5,8.7,8.7,8.6,8.5,8.5,8.4,8.5,8.5,85.2
Flores Honey Process Laga Lizu Marselina,Southeast Asia,Honey Process,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,8.3,8.5,8.5,8.5,8.6,8.1,8.3,8.0,8.7,8.0,83.5
Flores Tangkul Village,Southeast Asia,Wet Process,0.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8.5,8.6,8.5,8.5,8.8,8.5,8.5,8.5,7.7,8.5,84.60000000000001
Flores Wolo Wio,Southeast Asia,Wet Process,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,8.2,8.4,8.0,8.4,9.0,8.3,8.3,8.2,7.7,8.5,83.0
Java Sunda Wet Hulled Garut,Southeast Asia,Wet Hulled,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,4.0,7.8,8.1,7.5,8.0,9.3,7.6,8.3,7.0,9.5,8.2,81.30000000000001
Java Sunda Wet Hulled Panawa,Southeast Asia,Wet Hulled,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,4.0,7.6,8.0,7.3,8.4,9.5,7.9,8.3,7.4,9.5,8.0,81.9
Java Wet Hulled Frinsa Estate,Southeast Asia,Wet Hulled,0.0,0.0,2.0,2.0,1.0,1.0,0.0,5.0,1.0,4.0,2.0,5.0,7.5,8.2,7.0,8.0,9.8,8.0,8.3,7.0,9.3,8.2,81.3
Sumatra Kerinci Honey Labu Tujuh Coop,Southeast Asia,Other Processes,0.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,4.0,8.5,8.8,8.4,8.8,9.3,8.3,8.9,7.5,9.2,8.0,85.7
Sulawesi Red Honey Tana Luwu,Southeast Asia,Honey Process,0.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,8.7,8.7,8.7,8.9,8.8,8.7,8.6,8.4,8.8,8.5,86.8
Sulawesi Yellow Honey Tana Luwu ,Southeast Asia,Honey Process,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,4.0,8.2,8.5,8.3,8.5,9.3,8.2,8.4,8.2,8.7,8.3,84.6
Sumatra Aceh Bebesen Auliya,Southeast Asia,Wet Hulled,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,4.0,8.1,8.3,8.2,8.6,8.9,8.2,8.5,7.7,9.0,8.2,83.7
Sumatra Aceh Tenang Uken,Southeast Asia,Wet Hulled,0.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,5.0,2.0,4.0,7.7,8.0,7.4,8.3,9.0,7.9,8.5,7.0,9.8,8.0,81.60000000000001
Sumatra Aceh Tengah Bies,Southeast Asia,Wet Hulled,0.0,0.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,4.0,2.0,4.0,8.2,8.4,7.3,8.5,9.3,8.0,8.4,7.0,9.5,8.0,82.6
Sumatra Aceh Tengah Bies,Southeast Asia,Giling Basah,0.0,0.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,4.0,2.0,4.0,8.0,8.4,7.6,8.5,9.3,7.2,8.6,7.0,9.5,8.0,82.1
Sumatra Blue Toba Sibisa Motung,Southeast Asia,Wet Hulled,0.0,0.0,3.0,2.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,4.0,8.2,8.5,8.0,8.5,9.3,8.2,8.5,7.2,9.0,7.8,83.2
Sumatra Dry Process Aceh Bebesen,Southeast Asia,Dry Process,0.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,0.0,4.0,2.0,4.0,7.7,8.8,8.1,8.8,9.2,8.5,8.5,7.0,9.5,8.0,84.10000000000001
Sumatra Dry Process Gunung Tujuh,Southeast Asia,Dry Process,0.0,1.0,3.0,0.0,4.0,1.0,2.0,3.0,0.0,4.0,2.0,5.0,8.4,8.6,7.0,9.0,9.6,8.7,8.7,7.6,9.8,8.0,85.39999999999999
Sumatra Honey Labu Aceh Mengaya,Southeast Asia,Other Processes,0.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,3.0,2.0,4.0,8.7,8.9,8.2,9.0,9.0,8.5,8.6,7.5,9.6,7.8,85.8
Brazil Dry Process Fazenda Serrinha,South America,Dry Process,0.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,3.0,8.1,8.3,7.3,8.2,8.8,7.8,8.2,8.0,8.5,8.0,81.2
Sumatra Honey Process Bebesen Aulia,Southeast Asia,Honey Process,0.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,8.5,8.6,8.6,8.7,8.8,8.5,8.7,8.5,8.9,8.2,86.00000000000001
Sumatra Honey Process Bebesen Auliya,Southeast Asia,Honey Process,0.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,8.2,8.5,8.3,8.6,8.8,8.2,8.5,8.3,8.7,8.5,84.60000000000001
Sumatra Honey Process Kerinci Seblat,Southeast Asia,Honey Process,0.0,3.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,8.7,8.8,8.2,8.9,9.0,8.5,8.7,7.9,9.3,8.1,86.1
Sumatra Kerinci Tujuh Cooperative,Southeast Asia,Giling Basah,0.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,4.0,8.5,8.6,8.1,8.8,9.0,8.4,8.6,8.2,9.2,8.0,85.4
Sumatra Lintong Sigumpar Village,Southeast Asia,Wet Hulled,0.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,4.0,1.0,4.0,8.3,8.5,8.0,8.7,9.0,8.4,8.6,7.3,9.5,8.3,84.6
Sumatra Sipangan Bolon Parapat Village,Southeast Asia,Wet Hulled,0.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,4.0,1.0,4.0,7.9,8.3,8.4,8.7,9.2,8.0,8.4,7.0,9.7,8.1,83.7
Sumatra Wet Hulled Lues Cike,Southeast Asia,Giling Basah,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,8.0,8.3,8.2,8.5,8.8,8.2,8.3,7.8,9.0,8.0,83.1
Sumatra Wet Process Gunung Tujuh,Southeast Asia,Wet Process,0.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,8.4,8.6,8.6,8.7,8.0,8.3,8.6,8.3,8.7,8.3,84.5
Sumatra Wet Process Pantan Musara,Southeast Asia,Wet Process,0.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,4.0,8.5,8.7,8.5,8.8,9.0,8.3,8.5,7.7,8.9,8.2,85.10000000000001
Timor Leste Dry Process Haupu,Southeast Asia,Dry Process,0.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,3.0,8.6,8.8,8.6,8.8,8.8,8.3,8.5,8.0,9.2,8.3,85.89999999999999
Colombia Caicedo Las Alegrias,South America,Wet Process,0.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,8.6,8.7,8.5,8.7,8.8,8.3,8.6,8.5,8.7,8.4,85.8
Timor Leste Dukurai Daurfusu,Southeast Asia,Wet Process,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,3.0,8.3,8.5,8.4,8.6,8.5,8.3,8.5,8.2,8.8,8.5,84.60000000000001
Timor Leste Haupu Lutlala,Southeast Asia,Wet Process,0.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,8.2,8.4,8.1,8.5,8.7,8.3,8.4,8.5,8.0,9.0,84.1
Timor Leste Honey Process Haupu,Southeast Asia,Honey Process,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,8.3,8.6,8.4,8.6,8.2,8.5,8.6,8.5,8.8,8.5,84.99999999999999
Timor Leste Mobere,Southeast Asia,Wet Process,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,8.3,8.5,8.6,8.6,8.3,8.2,8.6,8.3,8.1,8.3,83.8
Papua New Guinea Baroida Estate,Southeast Asia,Wet Process,0.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,8.3,8.4,8.3,8.6,8.8,7.9,8.7,7.2,9.0,8.5,83.7
Papua New Guinea Baroida Estate,Southeast Asia,Wet Process,0.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,8.5,8.7,8.6,8.7,8.5,8.3,8.6,7.7,9.0,8.5,85.1
Papua New Guinea Kainantu Farmers,Southeast Asia,Wet Process,0.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,8.4,8.6,8.7,8.7,9.0,8.2,8.7,8.0,8.8,8.5,85.6
Papua New Guinea Kainantu Urara  ,Southeast Asia,Wet Process,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,8.5,8.6,8.8,8.8,9.0,8.5,8.7,8.4,8.8,8.5,86.60000000000001
Brazil Colinas de Pedralva,South America,Dry Process,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,4.0,7.8,8.3,8.0,8.3,9.0,7.9,8.4,7.5,8.8,8.2,82.2
Brazil Dry Process Agricultores Lambari,South America,Dry Process,0.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,1.0,0.0,3.0,8.2,8.3,7.5,8.6,8.8,8.3,8.4,7.2,8.8,8.0,82.1
Ethiopia Dry Process Mansur Aba Hikam,East Africa,Dry Process,1.0,0.0,3.0,0.0,4.0,2.0,3.0,1.0,0.0,1.0,2.0,3.0,9.0,8.7,9.0,9.3,8.8,9.2,8.8,8.2,9.4,8.5,88.9
Colombia Honey Process Nariño Aponte,South America,Honey Process,0.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,8.6,8.7,8.3,8.6,9.0,8.5,8.6,8.3,8.6,8.2,85.39999999999999
Brazil Dry Process Conceicao das Pedras,South America,Dry Process,0.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,4.0,8.0,8.4,7.3,8.3,9.2,7.8,8.2,8.0,8.7,8.2,82.10000000000001
Brazil Dry Process Fazenda Agua Limpia,South America,Dry Process,0.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,3.0,8.2,8.3,7.6,8.3,8.8,7.8,8.2,7.9,8.7,8.2,82.00000000000001
Brazil Dry Process Fazenda Alta Vista,South America,Dry Process,0.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,3.0,8.0,8.1,7.6,8.3,9.0,7.9,8.2,7.9,8.6,8.2,81.8
Brazil Dry Process Minas Café Pequeño,South America,Dry Process,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,3.0,7.7,8.2,7.8,8.3,8.8,7.9,8.2,7.5,9.0,8.0,81.39999999999999
Brazil Dry Process Pedra Branca Lot 2,South America,Dry Process,0.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,4.0,7.8,8.2,7.2,8.3,8.7,7.8,8.0,7.0,8.5,8.0,79.5
Brazil Dry Process Pedra Branca Yellow Bourbon,South America,Dry Process,0.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,4.0,8.2,8.5,7.7,8.5,9.0,7.8,8.3,7.8,9.3,8.0,83.1
Brazil Dry Process Sítio Alto da Serra,South America,Dry Process,0.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,4.0,2.0,0.0,3.0,8.0,8.4,7.7,8.3,8.8,8.1,8.3,7.9,7.6,8.3,81.4
Brazil Dry Process Sítio Cocho Velho,South America,Dry Process,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,8.2,8.4,7.2,8.3,8.4,7.9,8.2,7.5,8.3,7.8,80.19999999999999
Brazil Dry Process Sitio Sao Jose,South America,Dry Process,0.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,0.0,4.0,7.8,8.2,7.4,8.2,9.0,7.9,8.2,7.4,8.9,8.0,81.0
Brazil Minasul Competition Heitor Santana Botelho,South America,Dry Process,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,7.8,7.9,6.7,7.9,8.8,7.0,8.0,7.0,7.5,8.5,77.1
Colombia Ibagué Rio Combeima,South America,Wet Process,0.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,8.6,8.7,8.5,8.7,8.9,8.5,8.6,8.2,8.6,8.2,85.5
Brazil Pulp Natural Fazenda Alta Vista,South America,Pulp Natural,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,7.9,8.1,7.2,8.3,8.3,7.5,8.2,7.3,8.7,8.0,79.5
Brazil Pulp Natural Fazenda Santa Lucia,South America,Pulp Natural,0.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,8.2,8.3,7.6,8.3,8.7,8.0,8.1,8.0,8.6,8.0,81.80000000000001
Brazil Pulp Natural Fazenda Sertao Yellow Bourbon,South America,Pulp Natural,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,4.0,8.0,8.3,7.6,8.3,8.8,7.9,8.2,7.7,8.7,8.0,81.5
Brazil Pulp Natural Pedra Branca,South America,Pulp Natural,0.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,7.8,8.2,7.9,8.3,8.6,7.7,8.0,8.0,8.3,8.2,81.0
Colombia Buesaco Alianza de Granjeros,South America,Wet Process,0.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,4.0,8.6,8.8,8.6,9.0,9.0,8.8,8.7,8.5,8.8,8.2,87.0
Colombia Buesaco Luis Fernando Benavidez,South America,Wet Process,0.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,8.6,8.7,8.5,8.7,8.8,8.5,8.6,8.4,8.5,8.3,85.6
Colombia Buesaco Veredas Vecinas,South America,Wet Process,1.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,8.4,8.7,8.5,8.6,8.8,8.3,8.6,8.3,8.3,8.5,85.0
Colombia Caicedo Bernardo Montoya,South America,Wet Process,0.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,8.2,8.5,8.2,8.5,8.5,8.4,8.4,8.3,8.7,8.3,84.0
Colombia Caicedo Las Alegrías,South America,Wet Process,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,8.5,8.7,8.3,8.6,8.7,8.4,8.6,8.2,8.8,8.2,85.0
Colombia Doña Yessica Heirloom Caturra,South America,Wet Process,2.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,8.8,9.0,8.7,9.1,8.8,9.2,8.7,8.6,9.0,8.3,88.2
Colombia Tolima Productores de Ibagué,South America,Wet Process,0.0,1.0,3.0,3.0,2.0,0.0,2.0,4.0,1.0,1.0,2.0,4.0,8.7,8.8,8.0,8.8,9.3,8.6,8.7,8.5,8.8,8.5,86.69999999999999
Colombia Dry Process Palomos del Sur,South America,Dry Process,0.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,8.7,8.8,8.5,8.8,8.8,8.3,8.6,8.2,9.1,8.3,86.09999999999998
Colombia Grupo de Caicedo,South America,Wet Process,0.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,8.7,8.8,8.6,9.0,8.7,8.7,8.7,8.2,9.0,8.5,86.9
Colombia Honey Las Aguilas Gesha,South America,Honey Process,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,9.3,9.5,8.5,9.3,8.9,9.2,8.8,8.5,9.5,8.5,90.0
Colombia Honey Process Aponte Community,South America,Honey Process,0.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,8.7,8.8,8.6,8.8,8.6,8.5,8.7,8.2,8.9,8.0,85.80000000000001
Colombia Ibagué Rio Combeima,South America,Wet Process,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,8.5,8.7,8.5,8.7,8.5,8.5,8.5,8.3,8.8,8.0,85.0
Colombia Inzá Carlos Apio,South America,Wet Process,0.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,8.6,8.7,8.2,8.8,8.5,8.4,8.8,8.2,8.9,8.3,85.4
Colombia Inzá Las Estrellas,South America,Wet Process,0.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,8.5,8.8,8.6,8.8,9.0,8.5,8.7,8.5,8.8,8.5,86.7
Colombia Inzá Las Estrellas,South America,Wet Process,1.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,3.0,8.7,8.8,8.6,9.0,9.0,8.7,8.8,8.5,8.5,8.5,87.1
Colombia Inzá Palomos del Sur,South America,Wet Process,0.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,8.3,8.6,8.4,8.5,8.7,8.2,8.5,8.3,8.7,8.5,84.7
Colombia Inzá Rio Paez ,South America,Wet Process,0.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,3.0,8.5,8.7,8.5,8.7,8.8,8.3,8.6,8.3,8.6,8.5,85.5
Sweet Maria's Polar Expresso Holiday Blend,NA,Other Processes,1.0,0.0,4.0,4.0,3.0,3.0,3.0,5.0,0.0,1.0,2.0,4.0,8.7,9.0,8.7,9.0,9.5,9.1,9.0,8.2,9.3,9.5,90.0
Colombia Inzá Vereda San Antonio,South America,Wet Process,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,8.6,8.7,8.5,8.7,8.7,8.2,8.7,8.2,8.7,8.0,85.00000000000001
Colombia Inzá Veredas Vecinas,South America,Wet Process,0.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,8.5,8.6,8.4,8.7,8.7,8.5,8.6,8.5,8.5,8.5,85.5
Colombia Inzá Veredas Vecinas,South America,Wet Process,0.0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,0.0,2.0,1.0,4.0,8.3,8.6,8.4,8.6,9.0,8.0,8.6,7.8,8.0,8.7,84.0
Colombia Inzá Veredas Vecinas,South America,Wet Process,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,8.5,8.6,8.5,8.7,8.2,8.2,8.5,8.3,8.6,8.5,84.6
Colombia Machín Rosemberg Martínez,South America,Wet Process,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,8.5,8.7,8.5,8.7,8.3,8.4,8.6,8.2,8.8,8.2,84.9
Colombia Nariño Las Estrellas,South America,Wet Process,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,8.8,9.0,8.6,9.2,8.8,8.7,9.3,8.7,8.9,8.5,88.5
Colombia Nariño Mejor de San Pedro,South America,Wet Process,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,8.7,8.8,8.7,8.8,9.0,8.7,9.0,8.7,8.8,8.5,87.7
Colombia Pavon Finca Los Palomos,South America,Wet Process,1.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,8.7,8.8,8.2,9.0,9.0,8.6,8.5,8.3,9.0,8.2,86.30000000000001
Colombia Pavón Finca Los Palomos,South America,Wet Process,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,8.7,9.0,8.5,8.8,8.8,8.6,8.7,8.4,8.9,8.3,86.7
Colombia San Antonio Palomos del Sur,South America,Wet Process,0.0,1.0,3.0,3.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,4.0,8.3,8.6,8.0,8.5,9.0,8.2,8.6,8.3,8.6,8.5,84.6
Burundi Dry Process Gaterama Agahore,East Africa,Dry Process,0.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,0.0,3.0,2.0,4.0,8.8,8.8,8.2,9.0,9.3,8.7,8.7,7.3,9.7,7.8,86.3
Colombia Tolima Ibagué China Alta,South America,Wet Process,0.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,4.0,8.7,8.9,8.4,9.0,9.3,8.5,8.7,8.2,9.0,8.0,86.7
